-55,13,26,766,-422,-765,
-54,14,27,102,26,-496,
-56,14,23,2242,-1589,-3214,
-53,18,25,5407,-10257,-9764,
-47,11,32,-1123,-22276,-15732,
-40,4,34,2295,-31920,-17273,
-12,1,57,3749,-32738,-21757,
-12,1,57,3749,-32738,-21757,
0,-2,57,-2180,-32768,-13571,
-9,0,61,-4605,1302,-19111,
11,-4,56,-2421,-2178,-12810,
4,1,56,-858,-1406,-8975,
4,-3,58,-1235,3039,-10696,
4,-5,58,-968,3331,-8237,
-1,-6,58,-49,123,672,
-2,-2,61,-193,-1320,-100,
-2,-1,59,-198,-33,-4,
-2,-1,59,-201,-21,-2,
-2,-1,59,-211,-24,-4,
-2,-1,59,-198,3,0,
-2,-1,59,-179,2,-3,
-2,-1,59,-179,-19,-1,
-31,-25,56,-428,74,2445,
1,9,58,-276,-234,11218,
0,30,59,-206,72,-5145,
0,-6,59,-278,-71,4812,
0,-6,59,-278,-71,4812,
0,-6,59,-192,-94,3161,
0,-6,59,-228,-26,1472,
0,-6,59,-228,-26,1472,
-1,-7,59,-187,-41,58,
-3,-2,59,-189,-42,-185,
-3,-2,59,-189,-42,-185,
-2,0,59,-181,-36,8,
-2,0,59,-208,-26,-8,
-2,0,59,-208,-26,-8,
-2,-1,59,-227,-24,-13,
-3,-1,59,-211,-46,-3,
-3,-1,59,-211,-46,-3,
-2,0,59,-219,-67,-6,
-1,-2,59,-205,-57,1,
-2,-1,59,-189,-44,-1,
-1,0,59,-183,-72,5,
-2,-2,59,-238,-26,1,
-1,0,59,-202,-16,-7,
-2,-2,59,-267,-40,0,
-1,-1,58,-226,-22,-1,
-3,0,59,-226,28,-5,
-3,0,59,-226,28,-5,
-3,-2,59,-234,29,-1,
-3,-2,59,-234,29,-1,
-1,-1,59,-221,-67,-8,
-2,-1,59,-216,-1,-3,
-2,-1,59,-202,-50,1,
-2,-1,59,-202,-50,1,
-2,-1,59,-170,-56,3,
-2,0,59,-150,-37,-5,
-1,-1,59,-179,-31,3,
-2,-1,59,-211,-24,-3,
-2,0,59,-240,-15,-4,
-2,0,59,-240,-15,-4,
-2,-2,59,-290,21,-8,
-1,-1,59,-221,-30,-3,
-2,-1,59,-208,-30,4,
-2,-2,59,-235,-63,4,
-2,-2,59,-235,-63,4,
-2,-2,59,-159,-51,-3,
-2,-1,59,-163,-76,-1,
