-50,8,10,-5559,324,-6640,
-65,30,-8,7235,249,-2200,
-65,30,-8,7235,249,-2200,
-81,2,-1,-4444,-90,-490,
-81,2,-1,-4444,-90,-490,
-79,-5,-1,-4836,-146,-1365,
-74,-12,-3,-3997,65,-3792,
-75,-15,1,-2132,1712,-8849,
-75,-15,1,-2132,1712,-8849,
-81,6,-1,3771,1982,-11229,
-81,6,-1,3771,1982,-11229,
-75,13,-2,506,1895,-9396,
-75,13,-2,506,1895,-9396,
-63,13,-1,-1539,1598,-6008,
-63,13,-1,-1539,1598,-6008,
-55,12,-1,-1307,1333,-2954,
-48,8,-4,-1454,924,1433,
-47,9,-7,-833,764,4081,
-45,5,-1,-691,566,7683,
-50,9,-3,1865,113,9241,
-54,18,-6,961,-297,12447,
-54,18,-6,961,-297,12447,
-64,14,0,-1692,-1519,14341,
-87,13,-5,738,-2045,15514,
-98,12,-4,1746,-3356,15450,
-127,14,-17,14070,-2157,1638,
-53,30,-8,6285,1991,-5432,
-48,30,13,-3549,2306,-7841,
-48,30,13,-3549,2306,-7841,
-63,-5,0,-370,839,-8070,
-72,19,-3,9273,311,-6055,
-71,5,-8,-3081,-451,-3873,
-71,5,-8,-3081,-451,-3873,
-68,-9,-3,-4428,-1447,-6115,
-68,-9,-3,-4428,-1447,-6115,
-70,-14,-3,-2648,-820,-8274,
-72,-22,-1,-2473,-652,-9601,
-75,-33,-1,28,483,-12247,
-85,-25,0,2057,1440,-14745,
-99,-16,-1,4985,2497,-15488,
-99,-16,-1,4985,2497,-15488,
-83,-9,-1,4498,1311,-12391,
-63,2,-3,-777,1398,-7689,
-63,2,-3,-777,1398,-7689,
-51,0,-1,-4076,1197,-5537,
-48,0,-1,-3678,1307,-4042,
-41,7,-4,122,1105,3569,
-40,8,-6,236,810,5653,
-50,4,-6,-802,178,11888,
-55,6,-8,-180,201,13396,
-68,6,-4,-2206,-100,17738,
-92,4,-7,-1048,-64,20389,
-107,0,-3,-3037,-2206,22254,
-48,-128,25,-26064,200,726,
-74,60,-39,20067,2167,1131,
-52,24,-5,17378,1814,-5753,
-52,24,-5,17378,1814,-5753,
-56,22,5,4828,-805,-9675,
-67,-6,-12,-1749,-1154,-9863,
-67,-6,-12,-1749,-1154,-9863,
-63,1,-7,-2316,-822,-8222,
-63,1,-7,-2316,-822,-8222,
-78,-9,0,-1809,-724,-10727,
-81,-13,1,-2432,-243,-12126,
-93,-20,1,1076,2429,-14481,
-90,-15,0,2846,2424,-14058,
-72,-1,-2,1495,1542,-9675,
-68,1,-1,99,1430,-8210,
-53,2,0,-1515,515,-317,
-53,2,0,-1515,515,-317,
-49,2,-1,-1383,279,1901,
-36,0,-5,-1890,-895,7629,
-36,0,-5,-1890,-895,7629,
-34,-4,-6,-1390,-1019,8515,
-42,0,-6,1066,-942,10006,
-64,10,-1,2112,-1147,12930,
-64,10,-1,2112,-1147,12930,
-86,12,-1,2951,-1470,15971,
-93,11,-1,1930,-1585,17915,
-110,-7,-3,-1742,-3296,22909,
-30,-38,21,12855,192,10311,
-45,-25,10,2579,460,-4062,
-45,19,-2,10739,483,-6097,
-64,11,0,535,-13,-8998,
-64,11,0,535,-13,-8998,
-66,1,-3,-432,98,-9472,
-71,-14,-4,-3564,-688,-11628,
-71,-14,-4,-3564,-688,-11628,
-74,-15,-1,-1790,-1256,-12953,
-83,-13,1,80,-45,-14968,
-84,-20,4,-1834,1194,-17572,
-84,7,-2,2547,954,-9054,
,
-84,7,-2,2547,954,-9054,
-62,0,-2,-2665,1284,-196,
-53,5,-4,-3482,681,3498,
-46,-4,-4,-2941,752,8440,
-46,-4,-4,-2941,752,8440,
-43,-1,-5,-1040,245,10657,
-41,-1,-6,473,-185,13139,
-50,4,-3,2716,-778,14630,
-76,14,-3,737,-1010,17327,
-123,-11,-5,-3724,-3609,22056,
-105,-10,-39,-18502,-5961,4966,
-42,-128,16,-28560,1606,771,
-46,-17,7,1160,1209,-3286,
-61,25,5,1721,1306,-8944,
-61,25,5,1721,1306,-8944,
-72,3,-10,-1039,299,-7857,
-80,19,-2,4476,-504,-5752,
-94,15,-2,-1385,-137,-4263,
-85,9,-1,-2649,-495,-3681,
-85,9,-1,-2649,-495,-3681,
-80,5,-4,-2847,-142,-2982,
-67,7,-4,-1173,548,-1915,
-67,7,-4,-1173,548,-1915,
-58,6,-2,-1632,414,-1894,
-51,2,-3,-1589,477,-1508,
-51,2,-3,-1589,477,-1508,
-43,5,-1,-670,510,-474,
-39,3,-2,-200,785,263,
-40,9,-6,1028,782,3895,
-40,9,-6,1028,782,3895,
-41,10,-5,167,797,4551,
-49,17,-4,1651,215,7521,
-49,17,-4,1651,215,7521,
-55,15,-5,520,-139,10729,
-55,15,-5,520,-139,10729,
-122,107,2,-1261,-4918,15873,
-122,107,2,-1261,-4918,15873,
-66,32,-7,5524,1779,-2671,
-39,60,-1,4027,1597,-200,
-47,17,5,-1222,1869,916,
-73,-6,-9,4247,-70,130,
-59,22,1,1845,519,-1595,
-50,15,-2,2350,233,-2412,
-58,18,-3,238,1128,-3030,
-67,16,0,-353,957,-3455,
-66,10,-1,-813,1470,-3820,
-64,1,-3,-337,1497,-5366,
-69,-14,-3,-4266,913,-11383,
-69,-14,-3,-4266,913,-11383,
-73,-15,-2,-3504,830,-12717,
-102,-7,0,3124,1789,-15635,
-111,0,0,5756,1905,-15207,
-80,11,-4,2960,548,-7998,
-73,12,-5,511,829,-6089,
-60,10,-4,-3862,450,-3395,
-47,2,-3,-3785,167,344,
-42,2,-5,-1960,-362,2742,
-39,0,-9,-858,-827,5520,
-41,1,-9,-378,-576,7154,
-52,7,-4,1524,-952,9220,
-61,11,-5,2595,-892,11053,
-67,14,-5,2068,-738,12132,
-92,2,-1,-941,-2239,15169,
-111,-1,-1,3135,-4496,15247,
-111,-1,-1,3135,-4496,15247,
-85,-92,-26,-22211,-1254,-2159,
