28,14,52,2708,-168,1016,
28,14,52,2708,-168,1016,
30,10,55,-345,-2489,1968,
30,10,55,-345,-2489,1968,
30,11,46,1659,-2799,1273,
27,16,46,5642,-814,18,
31,22,38,-5365,-392,4622,
29,16,43,4973,5314,10422,
23,12,47,7369,7287,13656,
18,8,57,7068,10682,13476,
16,7,56,1129,7382,10544,
13,7,51,-3222,7139,10938,
13,7,51,-3222,7139,10938,
10,4,57,-6721,8632,10945,
5,-3,60,-5337,6561,13255,
5,-3,60,-5337,6561,13255,
2,0,50,-9277,5835,15895,
0,-10,56,966,6010,12342,
0,-10,56,966,6010,12342,
0,-14,63,-1092,6473,9800,
-1,-21,76,1889,2457,3330,
-1,-21,76,1889,2457,3330,
-7,-23,75,1652,-1926,-1697,
-5,-14,68,2182,-6418,-9421,
-5,-14,68,2182,-6418,-9421,
-8,-25,59,2630,-8454,-14778,
-3,-10,50,-6626,2082,-22732,
5,-4,60,-2019,3156,-22115,
4,-9,61,-329,925,-21919,
-3,8,53,-4781,2071,-27362,
0,12,67,-5597,1963,-25511,
3,9,58,-1106,-1210,-16201,
6,7,61,-2814,-596,-14510,
6,0,59,-1732,-512,-12931,
4,7,54,1596,-1351,-12686,
4,9,54,1762,-370,-9386,
5,3,55,2968,-47,-7465,
9,7,57,945,694,-7240,
9,7,57,945,694,-7240,
8,1,52,2131,534,-6162,
8,9,63,2794,-586,-7489,
8,9,63,2794,-586,-7489,
4,26,57,739,-545,-6485,
4,40,60,146,-694,-848,
4,29,51,-2965,-189,6431,
4,29,51,-2965,-189,6431,
6,28,56,-3839,668,9016,
2,8,56,-2465,2478,16005,
4,3,60,-2258,2837,15764,
2,2,61,-5057,3399,16868,
2,2,61,-5057,3399,16868,
1,2,60,-4223,2912,16341,
0,3,59,-4014,2664,17777,
-2,-4,59,-2431,2256,18343,
-3,-7,57,-2939,2013,17719,
-2,-12,61,-3214,-182,15851,
-2,-12,61,-3214,-182,15851,
-4,-9,56,-1880,-803,15727,
-6,-11,55,-2197,-505,17814,
-6,-11,55,-2197,-505,17814,
-5,-12,57,-663,-568,16824,
-5,-13,55,-307,-1559,16298,
-6,-13,54,-1644,1291,15081,
-6,-13,54,-1644,1291,15081,
-9,-13,55,-176,2026,12663,
-9,-14,58,-77,3162,10491,
-12,-18,63,3196,2529,6495,
-14,-18,65,360,-1942,-1531,
-12,-18,60,2377,-4141,-7680,
-12,-17,55,1903,-3219,-14181,
-12,-17,55,1903,-3219,-14181,
-10,-10,56,-1869,843,-20415,
-1,-2,61,2183,-641,-15547,
-1,-2,61,2183,-641,-15547,
-2,-3,56,2203,-1547,-15305,
-2,-2,58,2422,-1484,-16058,
-2,-2,58,2422,-1484,-16058,
0,0,58,349,-1535,-14661,
0,-1,57,3862,-3214,-12394,
0,-1,57,3862,-3214,-12394,
3,3,58,784,-2970,-13406,
3,3,58,784,-2970,-13406,
1,0,57,742,-2317,-12169,
1,0,57,742,-2317,-12169,
2,7,60,-1088,-1600,-12756,
2,6,58,-1949,-1531,-10787,
4,5,57,-47,-1806,-10186,
9,13,59,-2349,-1281,-9438,
6,20,54,-2279,-728,-5919,
7,31,58,-1812,393,-594,
2,24,59,-1018,336,2293,
6,17,59,-398,-298,7899,
6,14,55,-328,-652,9347,
5,10,56,-467,2638,13204,
5,10,56,-467,2638,13204,
4,10,58,-226,2700,13870,
0,5,55,-1331,2433,13547,
0,5,55,-1331,2433,13547,
0,-5,63,-1979,2851,15588,
0,-2,62,-4376,2493,13645,
-1,-7,61,-2801,1321,15309,
-2,-11,57,-3596,1183,15415,
-2,-11,57,-3596,1183,15415,
-6,-9,56,-2672,636,13629,
-6,-9,56,-2672,636,13629,
-4,-7,57,-1402,637,15133,
-7,-7,55,3053,78,16590,
-12,-9,51,3036,784,15147,
-12,-9,51,3036,784,15147,
-14,-11,50,994,2046,15712,
-12,-16,67,2665,4678,8183,
-12,-17,71,2571,2970,5953,
-15,-17,67,-1465,-5800,-990,
-15,-17,67,-1465,-5800,-990,
-14,-14,62,-1749,-6350,-3784,
-10,-14,58,-1628,-4252,-14710,
-8,-12,57,-3843,-3631,-16059,
-4,-2,57,-2780,-198,-15368,
-2,-6,59,-1363,-110,-14660,
1,-5,60,552,-824,-15630,
1,-5,60,552,-824,-15630,
2,-4,59,1119,-1183,-15129,
0,-7,56,3005,-1563,-14721,
0,-3,57,3352,-1768,-17069,
1,-3,56,3600,-2311,-15661,
2,10,57,2654,-681,-13193,
2,6,59,-394,40,-11147,
3,10,57,-1509,-1026,-9613,
4,6,58,-904,-281,-9523,
4,6,58,-904,-281,-9523,
3,10,58,-2685,88,-8938,
3,9,57,-569,128,-7053,
3,9,57,-569,128,-7053,
1,13,59,-808,241,-6637,
-1,29,58,-1777,-1121,-114,
-1,29,58,-1777,-1121,-114,
4,19,55,-2104,-1210,5765,
5,9,56,-862,44,9091,
5,9,56,-862,44,9091,
4,6,56,-3890,749,10577,
4,7,63,-639,1094,12551,
4,7,63,-639,1094,12551,
2,6,58,-3222,471,14858,
1,1,57,-3512,1542,16267,
1,1,57,-3512,1542,16267,
-1,-1,56,-3852,2243,18327,
-6,-8,53,-2693,4329,18259,
-6,-8,53,-2693,4329,18259,
-5,-16,62,-2711,4752,16352,
-7,-14,61,-1143,1347,12176,
-10,-8,53,-4893,862,11390,
-10,-8,53,-4893,862,11390,
-12,-8,49,-3817,198,15509,
-12,-8,49,-3817,198,15509,
-14,-17,59,2904,947,17745,
-14,-17,59,2904,947,17745,
-15,-21,62,4822,329,14091,
-16,-23,63,3035,-420,11807,
-16,-24,67,327,-1912,1205,
-16,-22,64,489,-3100,-2317,
-16,-22,64,489,-3100,-2317,
-18,-22,54,2395,-3784,-11541,
-13,-16,57,-1336,-507,-15582,
-9,-6,58,-590,398,-17727,
-9,-6,58,-590,398,-17727,
-5,-2,61,186,-1032,-15279,
-6,-4,54,1989,-1014,-12238,
-6,-4,54,1989,-1014,-12238,
-4,-10,60,2478,-464,-12472,
-4,-8,59,-88,-579,-14448,
-3,-6,59,241,-1237,-14391,
-2,-5,52,61,349,-12286,
-2,-5,52,61,349,-12286,
-2,-4,55,736,1666,-11269,
0,-3,59,733,1953,-11627,
-2,0,60,1898,-130,-14028,
0,5,61,1172,-528,-13328,
-1,2,56,3999,-522,-12009,
-1,2,56,3999,-522,-12009,
0,4,59,2830,131,-11884,
0,8,60,1658,-683,-10640,
2,13,61,275,-1160,-8799,
-1,30,59,-995,-581,449,
0,27,56,-2077,-1623,5119,
0,8,57,723,-1691,10225,
0,8,57,723,-1691,10225,
-1,2,54,-32,-1476,10294,
2,10,60,-1786,78,12778,
2,10,60,-1786,78,12778,
0,3,60,529,-962,13102,
2,4,59,-2007,-478,14885,
0,4,59,-2800,-20,17814,
-2,0,59,-2199,-487,21674,
-1,-5,54,2175,-1484,21540,
-4,-9,53,3242,541,18360,
-3,-8,57,284,2661,14484,
-3,-8,57,284,2661,14484,
-3,-7,58,-1433,3377,13384,
-4,-5,59,-2178,2525,13202,
-4,-7,61,-2836,1948,13996,
-10,-7,54,-5205,1561,16694,
-10,-7,54,-5205,1561,16694,
-11,-9,54,-4518,2512,16453,
-13,-20,64,1340,1099,13439,
-13,-20,64,1340,1099,13439,
-12,-24,69,1516,-254,10091,
-16,-28,65,516,-3420,3177,
-14,-22,60,1350,-4326,-7870,
-12,-22,59,3017,-4303,-16597,
-7,-8,55,-428,-2782,-21130,
-3,-4,56,-232,-1425,-20942,
-1,-2,56,-672,488,-19087,
-1,-2,56,-672,488,-19087,
1,-1,61,-262,986,-17993,
