-2,-1,59,-176,-44,0,
-2,-1,59,-176,-44,0,
-2,-1,59,-176,-44,0,
-2,-1,59,-176,-44,0,
-1,-1,59,-201,-20,-6,
-5,0,58,-560,-28,9589,
-5,0,58,-560,-28,9589,
-9,18,58,-323,-339,13783,
-6,-2,59,-264,-46,4829,
-6,0,58,-251,-94,3036,
-6,0,58,-251,-94,3036,
-6,-1,59,-200,-90,2288,
-2,-1,59,-252,-17,7,
-2,-1,59,-252,-17,7,
-2,-1,59,-232,-2,2,
-2,-1,59,-182,-40,-4,
-2,-1,59,-181,-41,1,
-2,-1,59,-201,-30,2,
-2,-1,59,-201,-30,2,
-2,-1,59,-240,-20,-2,
-1,-2,55,-411,-74,-90,
1,-1,58,-187,-6,-11,
-6,0,59,-176,58,5,
5,
0,-2,58,-217,7,-6,
0,-2,58,-217,7,-6,
-3,0,59,-219,-35,-4,
-2,-1,59,-222,-19,7,
-1,-1,59,-223,-58,-7,
0,-1,58,-219,-13,-7,
-3,0,59,-200,-74,2,
-1,-1,59,-249,19,-2,
-1,-1,59,-163,27,-5,
-1,-1,59,-163,27,-5,
-3,0,59,-249,-5,-3,
-2,-1,59,-193,-22,-6,
-2,-1,59,-193,-22,-6,
-2,-1,59,-232,-24,-2,
-2,-1,59,-218,-26,-3,
-2,-1,59,-239,-15,-4,
-3,-1,59,-201,-19,-1,
-3,-1,59,-195,-26,4,
-3,-1,59,-195,-26,4,
-2,-1,59,-186,-55,5,
-2,-1,59,-214,-45,5,
-1,-2,59,-191,-56,1,
-2,-1,59,-235,2,-5,
-2,-2,59,-218,-11,-1,
-1,0,59,-193,-39,-3,
-1,0,59,-193,-39,-3,
-2,-1,59,-192,-12,-4,
-2,-2,59,-178,-73,-2,
0,-1,58,-126,-68,3,
-3,0,59,-261,-46,-7,
-1,-4,59,-316,-36,-2,
-2,0,59,-195,-54,1,
-1,-1,59,-237,-24,2,
-3,-1,59,-204,-16,6,
-2,-2,59,-180,-43,10,
-2,0,59,-117,-20,-5,
-2,0,59,-197,-23,-2,
-2,-1,59,-234,-27,-9,
-3,-2,59,-247,2,-1,
-3,-2,59,-216,-26,0,
-2,-1,59,-172,-37,-2,
-2,-1,59,-177,-27,-10,
-2,-1,59,-204,-23,3,
-2,-1,59,-204,-23,3,
-2,0,59,-223,-22,-3,
-2,-1,59,-230,-29,-7,
-2,0,59,-226,-10,1,
-2,0,59,-226,-10,1,
-2,-1,59,-240,-7,3,
-2,-2,59,-241,-12,-5,
-2,-1,59,-206,-22,3,
-2,-1,59,-206,-22,3,
-2,-1,59,-199,-32,3,
-2,-1,59,-184,-43,-9,
-2,-1,59,-189,-18,-3,
-2,-1,59,-194,-39,-1,
-2,-1,59,-194,-39,-1,
-2,-1,59,-188,-20,-5,
-1,-1,59,-193,-39,0,
-1,-1,59,-193,-39,0,
-2,-1,59,-194,-13,-5,
-2,-1,59,-169,-18,-5,
-2,0,59,-180,-21,2,
-2,-1,59,-219,-23,-7,
-2,-1,59,-219,-23,-7,
-2,0,59,-229,-30,0,
-2,-2,59,-234,-7,-4,
-2,0,59,-226,-32,-3,
-2,-2,59,-275,-28,-3,
-2,0,59,-184,-43,-3,
-2,-1,59,-218,-10,-1,
-1,-1,59,-186,-50,-6,
-1,-1,59,-186,-50,-6,
-3,-1,59,-187,-33,-6,
-2,-1,59,-212,-21,-2,
-2,-1,59,-212,-21,-2,
-2,-1,59,-173,-43,1,
-2,-1,59,-211,-30,-2,
-1,0,59,-196,-31,0,
-2,0,59,-210,-21,-5,
-2,-2,59,-244,6,-8,
-3,-1,59,-124,-40,-2,
-2,0,59,-135,-62,4,
-2,-2,59,-283,-37,0,
-2,-1,59,-201,-18,-2,
-2,-1,59,-201,-18,-2,
-2,-1,59,-193,-9,-3,
-2,-1,59,-249,-24,-5,
-2,0,59,-246,-48,3,
-2,-1,59,-242,-31,7,
-2,-2,59,-223,-37,8,
-2,-1,59,-208,-17,-5,
-1,0,59,-214,-18,-6,
-1,0,59,-214,-18,-6,
-3,-1,59,-241,8,-9,
-2,-1,59,-179,-41,-3,
-2,-1,59,-179,-41,-3,
-2,-1,59,-189,-43,-3,
-2,-1,59,-204,-29,-2,
-2,-1,59,-180,-43,1,
-2,-1,59,-180,-43,1,
-2,-1,59,-188,-20,-9,
-2,-1,59,-202,-43,2,
-2,-1,59,-202,-43,2,
-2,-2,59,-198,-29,-9,
-2,-1,59,-198,-1,-1,
-2,-1,59,-198,-1,-1,
-2,-1,59,-201,2,-4,
-2,-1,59,-197,-21,-9,
-2,-1,59,-200,-20,-4,
-2,-1,59,-205,-37,-10,
-2,-1,59,-205,-35,-7,
-2,-1,59,-205,-21,-5,
-2,-1,59,-192,-26,-3,
-2,-1,59,-205,-28,-7,
-2,-1,59,-205,-28,-1,
-2,-1,59,-198,-34,6,
-2,-1,59,-190,-30,-6,
-2,-1,59,-211,-20,-6,
-2,-1,59,-201,-30,-3,
-2,-1,59,-204,-16,-10,
-2,-1,59,-211,-33,-5,
-2,-1,59,-214,-20,-6,
-2,-1,59,-214,-20,-6,
-2,-1,59,-197,-28,2,
-2,-1,59,-201,-30,-4,
-2,-1,59,-201,-30,-4,
-2,-1,59,-202,-31,-2,
-2,-1,59,-202,-22,-1,
-2,-1,59,-205,-20,-6,
-2,-1,59,-204,-19,2,
-2,-1,59,-204,-43,-4,
-2,-1,59,-204,-43,-4,
-2,-1,59,-199,-18,3,
-2,-1,59,-200,-30,-1,
-2,-1,59,-200,-30,-1,
-2,-1,59,-215,-15,-7,
-2,-1,59,-220,-11,-6,
-2,-1,59,-209,-15,-6,
-2,-1,59,-205,-23,-10,
-2,-1,59,-198,-48,-6,
-1,0,59,-191,-38,3,
-1,0,59,-218,-12,0,
-3,-1,59,-208,-13,-8,
-2,-1,59,-175,-56,6,
-2,-1,59,-201,-28,-1,
-2,-1,59,-201,-28,-1,
-2,-1,59,-199,-12,3,
-2,-1,59,-212,-24,-2,
-2,-1,59,-195,-24,-3,
-2,-1,59,-195,-24,-3,
-2,-1,59,-199,-23,-1,
-2,-1,59,-198,-28,-6,
-2,-1,59,-192,-20,3,
-2,-1,59,-190,-19,7,
-2,-1,59,-191,-38,-5,
-2,-1,59,-191,-38,-5,
-2,-1,59,-180,-44,-3,
-2,-1,59,-203,-20,2,
-2,-1,59,-201,-22,5,
-2,-1,59,-204,-18,-1,
-2,-1,59,-220,-19,0,
-2,-1,59,-200,-19,-3,
-2,-1,59,-196,-31,-6,
-2,0,59,-211,-12,-5,
-3,-3,59,-215,9,-6,
-3,-3,59,-215,9,-6,
-2,0,59,-125,-82,3,
-1,-1,59,-185,-31,2,
-1,0,59,-225,-17,-2,
-1,-2,59,-255,-5,-2,
-1,0,58,-201,-39,-2,
-1,0,58,-201,-39,-2,
-1,-1,59,-230,-8,2,
-3,-2,59,-147,-70,-2,
-3,-2,59,-147,-70,-2,
-1,0,59,-141,-75,-3,
-2,0,59,-223,-46,-1,
-2,-3,59,-209,-50,2,
-2,1,58,-129,16,0,
-2,1,58,-129,16,0,
