35,-15,51,-159,-6864,2326,
35,-15,51,-159,-6864,2326,
38,-16,41,1112,-12098,-690,
38,-16,41,1112,-12098,-690,
44,-13,42,-1928,-12613,882,
46,-15,36,568,-12781,564,
50,-15,34,335,-13632,1940,
50,-15,34,335,-13632,1940,
54,-17,26,-7626,-17731,1919,
50,-17,-3,-4624,-15142,-905,
50,-17,-3,-4624,-15142,-905,
52,-19,0,-7673,-15401,429,
56,-18,-14,-6594,-9012,-453,
56,-18,-14,-6594,-9012,-453,
57,-20,-10,-5234,-8677,-733,
58,-15,-25,-5354,-7633,-893,
59,-19,-22,-4106,-3680,-52,
57,-18,-22,-3329,-2382,-814,
54,-17,-24,-1573,-4487,-2262,
53,-12,-31,-1514,-2725,-2468,
50,-12,-33,-665,314,-2306,
48,-9,-38,103,3705,-3310,
44,-9,-39,2030,14297,-2300,
44,-9,-39,2030,14297,-2300,
44,-6,-23,7042,20806,-1859,
36,2,-10,9248,27976,-604,
36,2,-10,9248,27976,-604,
30,-7,10,11071,32767,563,
20,8,42,14287,32767,-1175,
20,4,65,9482,32767,427,
17,-2,69,5221,32767,1330,
0,-9,64,-659,26692,-2870,
6,-9,82,-5344,26655,-4249,
-15,-3,59,-4754,18216,-6474,
-13,-2,61,-1299,18599,-6328,
-26,0,64,2982,14726,-764,
-26,1,76,2223,14369,1128,
-29,-8,96,1316,-2291,4191,
-29,-8,96,1316,-2291,4191,
-33,-11,84,7015,-9903,3200,
-19,-1,80,828,-14052,1801,
-12,4,66,2545,-21986,5981,
-5,-13,64,-2657,-19488,3440,
3,6,57,-6216,-19898,569,
3,6,57,-6216,-19898,569,
17,0,62,-3495,-24229,6433,
15,-4,40,1305,-28065,4937,
29,-5,42,1989,-26280,4751,
37,-4,37,3261,-27154,2717,
37,-4,37,3261,-27154,2717,
34,-8,23,1709,-26365,2187,
50,-9,18,-18920,-14257,201,
50,-9,18,-18920,-14257,201,
50,-13,12,-16048,-11541,-1692,
54,-6,6,-5839,-12107,-4725,
57,-5,4,-10455,-13873,-4599,
57,0,-9,2338,-11045,-2868,
56,4,-17,4580,-9404,-2358,
59,-4,-15,-1928,-7709,1261,
59,-4,-20,-423,-7360,1886,
58,-6,-26,-509,-5040,1951,
56,-4,-34,-242,-2949,2430,
55,-7,-32,-395,1840,1525,
55,-4,-35,1640,6505,1813,
55,-4,-35,1640,6505,1813,
55,-4,-28,4946,8521,-2813,
54,-8,-11,4662,11059,-834,
60,-8,-3,3142,12029,-1888,
62,-6,10,1191,11733,-881,
56,-4,5,3306,10526,-5199,
55,0,25,2558,14983,-1692,
55,0,25,2558,14983,-1692,
49,0,28,1207,14130,-1287,
49,0,28,1207,14130,-1287,
43,1,31,2329,15132,-1328,
42,0,39,3209,16313,-1931,
37,4,37,1691,15086,-1847,
35,2,42,990,15822,-1531,
35,1,52,739,15168,-2426,
24,6,42,835,16494,-3145,
24,3,59,-3939,17791,-1100,
14,2,58,749,16374,-2605,
13,0,76,-3046,14520,-1351,
1,6,58,260,11725,-4335,
1,3,66,-249,11682,-3628,
-4,3,60,-381,9014,-1691,
-4,3,60,-381,9014,-1691,
-11,6,56,1105,9222,-2698,
-16,5,64,544,6600,-1724,
-18,4,69,1941,4780,170,
-16,7,76,-131,1940,-642,
-17,8,73,-467,-2834,74,
-16,6,72,270,-4453,854,
-10,7,70,525,-7049,2162,
-10,7,70,525,-7049,2162,
-10,6,71,-276,-8376,2287,
-5,4,63,-3341,-8689,2118,
-2,4,65,-4057,-9168,1681,
2,9,64,-4532,-12358,1156,
2,8,60,-4186,-13631,2298,
10,4,62,-3066,-14904,3020,
13,1,54,-894,-17263,3622,
15,1,53,-1545,-17269,3748,
24,-2,52,-5466,-16967,4134,
